Français;Sésames;Chapitre;Nombre de traits;JLPT;Kanji;id;Lecture On;Autres sens (lecture On);Lecture Kun;Autres sens (lecture Kun)
agréable;état d’esprit, guillotine;41;7;2;快;176;kai;pleasure, enjoyment;kokoroyo(i);pleasant, agreeable, comfortable, refreshing, delightful/ well (from illness)
admirable;tintin, fouet;41;12;3;偉;30;i;greatness;era(i);great, famous, excellent, remarkable
différent;fouet, route;41;13;3;違;34;i;differ, vary/ disagree with/ be mistaken/ cross or pass (someone)/ No (negation);chiga(u), chiga(eru);differ, vary/ disagree with/ be mistaken/ cross or pass (someone)/ No (negation)/ change, alter, disguise/ make a mistake/ break (a promise)/ sprain, dislocate/ cross (two sticks)
horizontal;fil, fouet;41;16;1;緯;38;i;woof/ horizontal/ left and right/ parallels of latitude/ latitude;-;-
défense (militaire/antiseptique);fouet, boulevard;41;16;1;衛;77;ei;protection;-;-
Corée;rosée, fouet;41;18;0;韓;289;kan;Korea;-;-
sec;Aucun;42;3;2;干;247;kan;parch, get dry/ ebb, recede;ho(su), hi(ru);parch, get dry/ ebb, recede/ dry/ desiccate/ drain (off)/ drink up/ dry up
foie/courage;partie du corps, sec;42;7;1;肝;253;kan;liver;kimo;liver, pluck, courage, nerve
publier;sec, sabre;42;5;2;刊;248;kan;publishig/ carve, engrave;-;-
sueur;liquide, sec;42;6;2;汗;250;kan;be sweaty;ase;perspiration
(compteur de) maisons/auvent;voiture, sec;42;10;2;軒;526;ken;house counter;noki;eaves
ligne côtière;montagne, falaise, sec;42;8;2;岸;294;gan;bank, shore, coast, brink;kishi;bank, shore, coast, brink
tronc d’arbre/pièce maîtresse, essentielle, principale;rosée, parapluie, sec;42;13;1;幹;274;kan;(tree) trunk;miki;(tree) trunk
pomme de terre;végétal, pomme de terre;42;6;1;芋;45;-;-;imo;potato
déviation;route, pomme de terre;42;6;0;迂;;u;roundabout way ;-;
cosmos;maison, pomme de terre;42;6;2;宇;59;u;eaves/ roof/ house/ heaven;-;-
trop;parapluie, pomme de terre;42;7;3;余;1988;yo;I, myself, the writer/ surplus, other/ remainder. over, more than;ama(ru), ama(su);remain, be in excess, be too many. leave, spare, save 
exclure;tertre, trop;42;10;3;除;958;jo, [ji];division (in math);nozo(ku);remove, abolish, cancel/ exclude, except
lentement;aller, trop;42;10;1;徐;957;jo;slowly, deliberately, gently;-;-
décrire;trop, main droite;42;9;1;叙;956;jo;relate, narrate, describe, write/ confer (a rank)/ write a preface;-;-
trajet;trop, route;42;10;3;途;1488;to;way, road;-;-
penché;grande casserole, trop;42;11;1;斜;849;sha;slanting, oblique;nana(me);slanting, diagonal, oblique, askew/ unpleasant, disagreeable 
peindre;trop, liquide, terre;42;13;2;塗;1491;to;paint/ plaster/ daub, lacquer ;nu(ru);paint/ plaster/ daub, lacquer 
fagot/promesse;bouche, arbre;42;7;3;束;1262;soku;bundle, sheaf, ream (of paper);taba;bundle, bunch, sheaf, coil
commander;fagot, tête;42;16;3;頼;2024;rai;ask, request, entreat, appeal/ entrust to, commission/ employ, call in/ depend on, have recourse to, trust in ;tano(mu), tano(moshii), tayo(ru);ask, request, entreat, appeal/ entrust to, commission/ employ, call in/ depend on, have recourse to, trust in. rely on, have recourse to. reliable, trustworthy/ hopeful 
Haut-fond;eau, confiance;42;19;1;瀬;1102;-;-;se;current, torrent, rapids, shallows, shoal
rescrit;fagot, force;42;9;1;勅;1419;choku;imperial decree;-;-
négligence/délaisser/clairsemé;zoo, fagot;42;12;1;疎;1212;so;rough, sparseness, estrangement;uto(i), uto(mu);neglect, shun, alienate. distant, estranged/ disinterested, ignorant of 
piment;piment, fagot;42;14;0;辣;2028;ratsu;bitter;-;-
vite;fagot, route;42;10;3;速;1268;soku;speedy, prompt, swift;haya(i), haya(meru), haya(maru), sumi(yaka);speedy, prompt, swift. hasten, precipitate, accelerate, expedite/ advance (the date)
ordonner;fagot, chef de corvée, correct;42;16;2;整;1135;sei;arranging;totono(eru), totono(u);prepare, arrange/ fill (orders)/ supply/ raise (money)/ put in order, tidy up, adjust (clothes)/ regulate/ settle/ purchase. be prepared, be arranged, be in order, be adjusted, be well regulated/ be settled 
sabre;rivet, sabre;42;10;1;剣;524;ken;sword, saber, blade, bayonet/ sting/ clock hand;tsurugi;sword
raide;tertre, rivet;42;11;3;険;528;ken;inaccessible place, impregnable pass, strategic position/ steep place/ sharp (eyes)/ sinister (look);kewa(shii);steep/ severe, angry
examen;arbre, rivet;42;12;1;検;531;ken;investigation;-;-
austère;tintin, rivet;42;10;1;倹;522;ken;economy;-;-
lourd/empiler;mille, ordinateur;42;9;4;重;912;juu, 	choo;nest of boxes;e, omo(i), kasa(neru), kasa(naru);pile up, heap up, add, repeat. be piled/ lie on one another. heavy/ massive/ serious/ important/ severe/ oppressed. double. -fold, ply  
bouger;lourd, muscle;42;11;4;動;1539;doo;motion/ change/ confusion;ugo(ku), ugo(kasu);move, stir, shift, shake, swing/ operate, run, go, work/ be touched, be influenced, waver, fluctuate, vary, change, be transferred. set in motion, inspire, rouse, influence/ mobilize/ deny 
performance;bouger, feu;42;15;1;勲;464;kun;merit, order of merit;-;-
travailler;tintin, bouger;42;13;3;働;1543;doo;work, labor/ do, act, commit, practice/ work on/ come into play/ be conjugated/ reduce the price ;hatara(ku);work, labor/ do, act, commit, practice/ work on/ come into play/ be conjugated/ reduce the price 
espèce/graine/classer;blé, mille ordinateurs;42;14;3;種;874;shu;kind, class, variety/ seed/ species;tane;seed, kernel/ kind, species/ quality, tone/ material/ breed/ topic/ cause, source/ trick/ data/ inside story/ secret/ leaven
abcès;partie du corps, lourd;42;13;0;腫;873;shu;tumor, swelling;ha(reru), ha(rasu);swell, become swollen/ inflame, cause to swell
collision;boulevard, lourd;42;15;1;衝;1004;shoo;brunt/ opposition (in astronomy)/ highway/ collision/ important point;-;-
parfumé;végétal, lourd, chaudron;42;16;1;薫;465;kun;send forth fragrance, be scented, impregnate with;kao(ru);smell, be fragrant
malade;maladie, troisième classe;43;10;4;病;1726;byoo, [hei];get sick, be sick, suffer from ;ya(mu), yamai;get sick, be sick, suffer from. illness/ bad habit/ weakness/ passion 
idiot;maladie, savoir;43;13;1;痴;1362;chi;foolish;-;-
variole;maladie, pois;43;12;1;痘;1522;too;smallpox;-;-
symptôme;maladie, juste;43;10;1;症;977;shoo;illness/ condition of a patient/ nature of a disease, symptoms;-;-
rapide/malade;maladie, rapide;43;10;1;疾;833;shitsu;illness, disease;-;-
diarrhée;maladie, profit;43;12;1;痢;2039;ri;diarrhea;-;-
fatigue;maladie, peau;43;10;3;疲;1694;hi;get tired, grow weary ;tsuka(reru);get tired, grow weary 
épidémie;maladie, frapper fort;43;9;1;疫;79;eki, [yaku];epidemic;-;-
marque;maladie, fixe;43;11;0;痕;677;kon;mark/ footprint;ato;mark/ footprint
mince;maladie, mortier, un pilon, main droite;43;12;0;痩;1239;soo;get thin;ya(seru);get thin
douleur;maladie, usure;43;12;3;痛;1431;tsuu;pain;ita(i), ita(mu), ita(meru);feel a pain, hurt/ be hurt, be damaged, be spoiled, be bruised, wear out, be worn out. injure, impair, spoil, worry, bother, afflict, cause pain. painful, sore/ trying 
ulcère;maladie, lumière solaire;43;14;0;瘍;2006;yoo;boil, carbuncle;-;-
manie;maladie, supplice;43;18;1;癖;1804;heki;habit;kuse;habit, peculiality, vice, trait, fault/ curl, kink/ mannerism
guérison;maladie, rassemblement de bouchers, cœur;43;18;1;癒;1969;yu;heal, cure/ quench (thirst)/ wreak (vengeance);i(eru), i(yasu);heal, cure/ quench (thirst)/ wreak (vengeance). recover, be healed 
convoitise;femme, rapidement;43;13;0;嫉;836;shitsu;be jealous, envy;-;-
jalousie;femme, pierre;43;8;0;妬;1486;to;be jealous of, be envious of;neta(mu);be jealous of, be envious of
tumeur;maladie, marchandises, montagne;43;17;0;癌;;gan;cancer, cancerous evil;-;
cacher(/cache-cache);boîte, jeune;43;10;1;匿;1548;toku;shelter, shield, hide;-;-
artisan;boîte, hache;43;6;1;匠;963;shoo;workman, artisan/ means/ idea;-;-
médecin;boîte, flèche;43;7;4;医;19;i;medicine, the healing art/ doctor;-;-
égal/paire/compteur des animaux domestiques;boîte, jambes;43;4;2;匹;1711;hitsu;head, counter (small animals)/ roll of cloth ;hiki;head, counter (small animals)/ roll of cloth 
circonscription;boîte, gerbe;43;4;3;区;445;ku;ward, district, section;-;-
pivot;arbre, circonscription;43;8;1;枢;1095;suu;pivot/ door;-;-
assaut;circonscription, frapper fort;43;8;1;殴;113;oo;hit, beat, thrash;nagu(ru);hit, beat, thrash
Europe;circonscription, bâiller;43;8;2;欧;112;oo;Europe;-;-
répression/maîtrise/pour commencer;doigt, boîte, tampon;43;7;1;抑;2013;yoku;stop, check, restrain, pin down/ suppress, subdue, control/ catch, arrest/ govern/ stop (the ears)/ withhold/ attach, seize/ secure (evidence), estimate conservatively ;osa(eru);stop, check, restrain, pin down/ suppress, subdue, control/ catch, arrest/ govern/ stop (the ears)/ withhold/ attach, seize/ secure (evidence), estimate conservatively 
accueil;boîte, tampon, route;43;7;3;迎;499;gei;meet, greet, welcome/ invite, engage;muka(eru);meet, greet, welcome/ invite, engage
regarder en l’air/vous me dites;tintin, boîte, tampon;43;6;1;仰;420;gyoo, [koo];look up/ look up to/ ask for, depend on/ seek/ respect, revere/ drink, take;ao(gu), oo(se);look up/ look up to/ ask for, depend on/ seek/ respect, revere/ drink, take/ statement, command, wishes (of a superior)
gravir;deux pieds, table;43;12;3;登;1523;too, 	to;rise, ascend, go up, climb/ go to (the capital)/ add up to/ be promoted/ advance (in price)/ sail up/ come up (on the agenda) ;nobo(ru);rise, ascend, go up, climb/ go to (the capital)/ add up to/ be promoted/ advance (in price)/ sail up/ come up (on the agenda) 
limpide;eau, gravir;43;15;1;澄;1414;choo;be clear, become clear, clarify;su(mu), su(masu);be clear, become clear, clarify. clear, settle/ strain (one's ears)/ look grave
département;deux pieds, deux, jambes;43;9;4;発;1649;hatsu, 	hotsu;departure/ discharge (of a gun);-;-
abolir/supprimer;appentis, départ;43;12;1;廃;1620;hai;obsolescence/ cessation/ discarding;suta(reru), suta(ru);become useless, get out of date, die out/ be abolished/ decline (in prosperity) 
collègue;tintin, démesuré;43;14;1;僚;2068;ryoo;official/ companion;-;-
dortoir;maison, démesuré;43;15;1;寮;2070;ryoo;hostel, dormitory/ villa/ tea pavilion ;-;-
soins;maladie, démesuré;43;17;2;療;2071;ryoo;heal, cure;-;-
net;œil, démesuré;43;17;1;瞭;2072;ryoo;clear;-;-
sculpter;circonférence, forme;44;11;1;彫;1401;choo;carving;ho(ru);carve, engrave, sculpture, inscribe
forme;deux mains, forme;44;7;3;形;471;kei, 	gyoo;shape;kata, katachi;shape, form, make, size, format, mark/ pattern, design/ personal appearance
ombre portée;forme, paysage;44;15;1;影;75;ei;shadow;kage;light/ shadow/ silhouette/ phantom/ reflection, figure, trace 
cryptomère (cryptomeria japoniaca, cèdre);arbre, forme;44;7;1;杉;1099;-;-;sugi;cryptomeria, sugi, Japan cedar
colorer;serre, arbre, forme;44;11;1;彩;701;sai;color, paint, make up;irodo(ru);color, paint, make up
manifeste;chapitre, forme;44;14;1;彰;1001;shoo;clear;-;-
bonhomme;debout, falaise, forme;44;9;1;彦;;gen;lad, boy (ancient) ;hiko;
visage;bonhomme, tête;44;18;3;顔;299;gan;face, countenance;kao;face, countenance, expression/ honor, prestige
nécessité;forme, tête;44;12;1;須;1079;su;by all means, necessarily;-;-
gonfler;partie du corps, forme, tambour;44;16;1;膨;1872;boo;get fat/ get thick, swell ;fuku(ramu), fuku(reru);swell
dérouté/je vais vers vous/participer/trois (III);saint-bernard, forme, coude;44;8;3;参;746;san;three/ going/ coming/ visiting;mai(ru);go/ come/ call, visit/ visit a shrine/ be defeated/ be nonplussed/ be madly in love/ die 
choquant;état d’esprit, dérouté;44;11;1;惨;749;san, 	zan;disaster/ cruelty/ wretchedness;miji(me);sad, pitiful, wretched
formation;tintin, baguette, chef de corvée, forme;44;10;2;修;893;shuu, [shu];govern oneself, conduct oneself well;osa(meru), osa(maru);govern oneself, conduct oneself well. study, complete (a course)/ cultivate/ master/ order (one's life)/ repair 
rare, peu habituel;bijou, forme, parapluie;44;9;2;珍;1422;chin;rare, curious, strange;mezura(shii);new, novel, rare, strange, curious, unusual/ nice (gift)
auscultation;mots, rare;44;12;1;診;1062;shin;seeing/ diagnosing;mi(ru);diagnose, examine
phrase écrite;chapeau haut de forme, gerbe;44;4;4;文;1786;bun, 	mon;1/100 of a hyakume/ crest/ figures. literary text, production, composition/ sentence/ style/ literature, art/ the pen/ civil affairs/ decoration/ characters/ elegance ;fumi;letter, note
vis-à-vis/dialogue;phrase, colle;44;7;3;対;1294;tai, 	tsui;the opposite/ antonym/ even, equal/ versus/ (score of three) to (one)/ counter-, anti-, versus. pair, couple, set ;-;-
armoirie;phrase, fil;44;10;1;紋;1950;mon;crest/ (textile) figures;-;-
moustique;insecte, phrase;44;10;1;蚊;163;-;-;ka;mosquito
tache;roi, phrase, roi;44;12;0;斑;1671;han;spot;-;-
uniforme;phrase, deux vieillards, deux;44;8;1;斉;1116;sei;equal, similar;-;-
agent;uniforme, épée;44;10;1;剤;719;zai;medicine, drug, dose;-;-
terminer;eau, uniforme;44;11;3;済;703;sai;end/ do without/ avoid/ be excusable/ need not;su(mu), su(masu);end/ do without/ avoid/ be excusable/ need not. finish up/ settle (one's account)/ make do
purification/repas bouddhique;phrase, deux vieillards, autel;44;11;1;斎;705;sai;Buddhist food/ room;-;-
solennel;râteau, deux vieillards, riz;44;11;1;粛;922;shuku;quietly, softly, solemnly;-;-
fortin/base (au base-ball);champs, tube, terre;44;12;1;塁;2085;rui;fort, rampart, walls/ base (in baseball);-;-
musique/plaisant;colombe (blanc), tube, arbre;44;13;4;楽;228;gaku, 	raku;music/ comfort, ease, relief/ pleasure/ concluding program;tano(shii), tano(shimu);enjoy/ amuse oneself/ anticipate/ merry, pleasant, cheerful, joyful
médicament;végétal, musique;44;16;3;薬;1960;yaku;medicine;kusuri;medicine/ glaze, enamel/ chemical/ gunpower/ benefit
taux;mystère, tube, dix;44;11;1;率;1277;sotsu, 	ritsu;rate, percentage/ proportion/ coefficient, factor/ constant/ index;hiki(iru);lead, spearhead (a group), command (troops)
astringent/raffinement sobre/pingrerie/bougonnerie;eau, arrêt, tube;44;11;1;渋;914;juu;hesitate, be reluctant/ have loose painful bowel movements ;shibu, shibu(i), shibu(ru);hesitate, be reluctant/ have loose painful bowel movements. puckery taste (of persimmons)/ sobriety, quietness. puckery, astringent/ sullen/ quiet, sober/ tasteful (in dress) 
déléguer;doigt, oreille, étincelle;44;13;1;摂;1161;setsu;act in place of/ carry on in addition to;-;-
centre;grand, soleil couchant;44;5;2;央;107;oo;middle;-;-
fleur éclose/brillant/Angleterre;végétal, centre;44;8;4;英;70;ei;England, Britain/ gifted person/ wit;-;-
projection;soleil, centre;44;9;4;映;71;ei;reflecting/ projection;utsu(ru), utsu(su), ha(eru);shine, be brilliant/ look attractive/ be reflected/ match, harmonize, be becoming/ be taken (a photo)/ copy, transcribe, duplicate, reproduce, trace/ describe, picture, photograph
rouge;sol, sabre, petit;44;7;4;赤;1141;seki, [shaku];red, crimson, scarlet;aka, aka(i), aka(ramu), aka(rameru);red, crimson, scarlet, Communist, Red. become red. blush, redden
pardon;chef de corvée, rouge;44;11;1;赦;848;sha;forgiveness;-;-
menaçant;bouche, rouge, rouge;44;17;1;嚇;224;kaku;threaten/ frighten/ intimidate;-;-
insolite;jambes qui marchent, pomme;44;9;3;変;1810;hen;change/ accident, calamity/ uprising/ something strange ;ka(waru), ka(eru);change, vary/ be revised/ be different/ be queer/ move/ be transferred. vary convert/ revise, amend 
traces;jambe de bois, pomme;44;13;1;跡;1150;seki;mark, print, impression/ trace, track, trail/ wake/ marks, traces, evidence/ scar/ ruins, precedent;ato;mark, print, impression/ trace, track, trail/ wake/ marks, traces, evidence/ scar/ ruins, precedent
barbare;pomme, insecte;44;12;1;蛮;1681;ban;barbarian;-;-
chérir;pomme, sentiments;44;10;2;恋;2105;ren;be in love;ko(u), koi, koi(shii);be in love. love, tender sentiment. dear, beloved, darling
golfe;eau, pomme, arc;44;12;2;湾;2135;wan;gulf, bay, inlet;-;-
jaune;salade, pousse, pattes;44;11;2;黄;632;koo, 	oo;yellow;ki, [ko];yellow. turn yellow. yellow tint
latéral;arbre, jaune;44;15;3;横;117;oo;horizontal;yoko;side, flank/ horizontal direction/ width, breadth, beam/ woof
empoigner;doigt, mosaïque;44;7;1;把;1604;ha;bundle, bunch, sheaf, coil;-;-
couleur/relations galantes;emballé, mosaïque;44;6;4;色;1029;shoku, 	shiki;color;iro;color, tint, tinge/ complexion/ countenance, look/ sensual pleasure/ sweetheart/ charms/ fall colors/ embellishment/ slight concession/ kind
disparition;fil, couleur;44;12;3;絶;1165;zetsu;be beyond (words);ta(eru), ta(yasu), ta(tsu);become extinct, die out, discontinue, end, fail, peter out. exterminate, root out/ run out of (stock)/ let (a fire) go out. sever, cut off/ shut off, interrupt/ abstain from/ eradicate/ suppress
lustré/aventure galante;abondance, couleur;44;19;1;艶;103;en;luster, glaze, polish/ charm;tsuya;gloss, luster, glaze, polish, brightness/ charm, romance, love 
engrais;chair, mosaïque;44;8;1;肥;1690;hi;get fat/ get fertile;ko(eru), koe,ko(yasu), ko(yashi);get fat/ get fertile. fertilize, enrich/ fatten/ feather one's nest/ pamper one's taste. manure, fertilizer. night soil 
doux;Aucun;45;5;2;甘;249;kan;presume upon, take advantage of/ coax;ama(i), ama(eru), ama(yakasu);presume upon, take advantage of/ coax/ pamper, be indulgent, coddle/ sweet/ honeyed (words)/ lenient/ half-witted/ easy-going/ soft, mild/ loose/ trashy, sentimental
